Step,Type,V_initial,V_initial_iR,V_final,V_final_iR,dV,dV_iR,duration,charge,A_1exp (mA),A_1exp_err,tau_1exp (ms),tau_1exp_err (ms),B_1exp (mA·s^0.5),B_1exp_err,C_1exp (mA),C_1exp_err,R2_1exp,BIC_1exp,|A|_1exp,|B|_1exp,|B|/dV_1exp,Q_exp_1exp (mC),A1_2exp (mA),A1_2exp_err,tau1_2exp (ms),tau1_2exp_err (ms),A2_2exp (mA),A2_2exp_err,tau2_2exp (ms),tau2_2exp_err (ms),C_2exp (mA),C_2exp_err,R2_2exp,BIC_2exp,delta_BIC,Best_Model,|A1|_2exp,|A2|_2exp,tau2/tau1,|A1|/|A2|,Q_fast (mC),Q_slow (mC),Q_total_2exp (mC),Q_fast/Q_total
22,FALLING,1.5204864934786084,1.4951359999999998,1.3105839297050002,1.3105839297050002,0.20990256377360827,0.18455207029499965,3.9997998989564962,0.4477,12.386269325906992,0.005540523633579636,34.06326864009109,0.014034643421485962,0.019419974106707934,0.00032987257297337967,-0.039293847080431654,0.0003220733943195469,0.999222296770193,-152792.18446689387,12.386269325906992,0.019419974106707934,0.09251899432564087,421.9168194968898,12.623954255811515,0.003945633642737872,33.892306159257394,0.019686290677775185,0.0422828387707973,0.0019720747064133023,413.4988508933875,22.75048727290223,-0.025997645586852195,0.00021774065027973044,0.9991482060043874,-150953.11209582622,1839.0723710676539,1exp,12.623954255811515,0.0422828387707973,12.200375181033344,298.5597614257221,427.85492257842424,17.483905244235057,445.3388278226593,0.9607402181172547
24,FALLING,1.5404930690843663,1.5052539999999999,1.3105756914645001,1.3105756914645001,0.2299173776198662,0.19467830853549972,3.9997998989564962,0.4763,12.956466628377814,0.003347869017437127,34.85100081449899,0.008250813352520484,0.011951367303159604,0.00020155458398609077,-0.03161283937284788,0.0001964289327772332,0.9997377898006464,-172618.824483504,12.956466628377814,0.011951367303159604,0.0519811396027637,451.54582901862415,13.100373755098985,0.0021685183466568047,34.62316383255132,0.010343551210791732,0.041120746714320804,0.0009445067086802818,484.99448917749237,14.243096131218698,-0.025315206312470157,0.00013097295413150515,0.9997553101898368,-173981.56791319395,-1362.7434296899592,2exp,13.100373755098985,0.041120746714320804,14.00780389461462,318.5830706361327,453.5763867904477,19.943335547309065,473.5197223377568,0.9578827774081948
26,FALLING,1.5605221943502599,1.5143959999999999,1.3105767797930001,1.3105767797930001,0.24994541455725972,0.20381922020699972,3.99979989895661,0.5015000000000001,13.1162311898954,0.005559032730256127,34.87937865411946,0.013541812831263968,0.036103572545545505,0.0003348072458268988,-0.050908425118735535,0.00032627167282770045,0.9993299013737809,-152331.68584502672,13.1162311898954,0.036103572545545505,0.14444582874023712,457.4859941873335,2.55874037279584,0.020902352170957237,3.2123221412716534,0.033235235745253465,13.039418705786062,0.005271408730777961,36.424418690034805,0.014455882228909984,-0.021171371935698926,0.00011892750352897398,0.9996285473155833,-164107.22789144402,-11775.542046417308,2exp,2.55874037279584,13.039418705786062,11.338968225526587,0.19623116877598495,8.21949835329776,474.9532464142233,483.17274476752107,0.01701151077396259
28,FALLING,1.5805280520991603,1.5228059999999999,1.3105747360105,1.3105747360105,0.26995331608866024,0.21223126398949987,3.9997998989564962,0.5228,13.227589892444549,0.006080452598725175,35.69573888557019,0.014951216671603268,0.04298908391678173,0.0003703298765742466,-0.056037499598388156,0.00036022379917147234,0.9992284462303415,-148427.0821879318,13.227589892444549,0.04298908391678173,0.15924636355518193,472.168594886108,3.187895958222991,0.022403708033204822,3.021634499255287,0.02536193886641036,13.167400950808942,0.004805450316579479,37.478503686582464,0.013808102639538406,-0.02068182151569318,0.00011674462263376916,0.9996612900101114,-164865.9321189529,-16438.849931021075,2exp,3.187895958222991,13.167400950808942,12.403387536056869,0.24210517854908503,9.63265640740308,493.4944850776023,503.1271414850054,0.019145570996173658
30,FALLING,1.6005820924710117,1.530484,1.3105759712945,1.3105759712945,0.2900061211765117,0.21990802870549997,3.9997998989564962,0.5362,13.48247780057237,0.0034840651754396226,37.035797732530135,0.008647751245713988,0.024460549970976974,0.00021598287355378758,-0.0404683704891421,0.00020947716363974389,0.9997495522919339,-170183.1835258078,13.48247780057237,0.024460549970976974,0.08434494372651226,499.3343207553261,13.752349705795627,0.0030098797180836945,36.564250925275154,0.01598702245067919,0.09287664968831966,0.002534112113313611,268.3718644278406,6.674125891525043,-0.023451357038477373,0.00013351471108631382,0.9996907608288876,-165947.7673586786,4235.4161671292095,1exp,13.752349705795627,0.09287664968831966,7.339733691695232,148.07112177222677,502.8443654548452,24.925479638665767,527.769845093511,0.9527720655691319
32,FALLING,1.630472358892443,1.540964,1.3105782666375,1.3105782666375,0.3198940922549429,0.2303857333624999,3.9997998989565815,0.5579,13.576107944040377,0.003992158683289923,37.96958404685829,0.010032471122076924,0.03217144810562954,0.0002504329804362323,-0.04648817689631889,0.00024241539115474887,0.999683187298548,-164394.6543814585,13.576107944040377,0.03217144810562954,0.10056905983743572,515.4791716104615,13.899393357020916,0.004870554549397461,37.229212770797574,0.023680300291312087,0.15454597448295468,0.005037176042071347,202.79029881000815,5.0590543478744685,-0.023087442125575966,0.00015622236166400768,0.9995616130019189,-157881.6200285492,6513.034352909308,1exp,13.899393357020916,0.15454597448295468,5.447074587864397,89.93694855865638,517.4634726735421,31.340424345282273,548.8038970188244,0.9428932182961389
34,FALLING,1.6606421448940427,1.550224,1.310570706171,1.310570706171,0.3500714387230428,0.23965329382900014,3.9997998989565815,0.5836,13.683854784032828,0.006201514432120118,37.95970748451381,0.01545884039384835,0.05518818370177201,0.0003889804998767153,-0.06364593191994201,0.0003765349863307486,0.9992798702019814,-146786.85746521354,13.683854784032828,0.05518818370177201,0.15764834715760362,519.4351248624511,3.0517086481647726,0.015352380188044048,4.167256563535659,0.03142965363549519,13.55223742603527,0.005774693424645399,40.346653960976475,0.016087585436132618,-0.018608056465957378,0.00012365478414643358,0.9996746369608174,-162650.49273629705,-15863.635271083505,2exp,3.0517086481647726,13.55223742603527,9.681826243677408,0.22518116767214544,12.717252894063183,546.7874338252395,559.5046867193028,0.022729484123952096
36,FALLING,1.6905354091683324,1.55924,1.3105738742695001,1.3105738742695001,0.37996153489883233,0.24866612573049984,3.9997998989564962,0.6032,13.695896403778233,0.005920539737200092,38.9688440781607,0.015049769379424016,0.05901698037650554,0.00037599869545567216,-0.06609859405825345,0.0003632250426473845,0.999354688324272,-148275.96154588673,13.695896403778233,0.05901698037650554,0.1553235655609699,533.713251469476,2.8675424520119273,0.010537559670400225,5.4600147014875935,0.03610759036605004,13.418918623445794,0.006359950938483148,41.85077075144943,0.016976771726355425,-0.01824516205186741,0.00011389632831580219,0.9997342951916558,-165996.00596663743,-17720.044420750695,2exp,2.8675424520119273,13.418918623445794,7.664955689596787,0.21369400415035691,15.656823945124906,561.5920870421853,577.2489109873102,0.027123176236653123
38,FALLING,1.72078469544982,1.56789,1.310572031226,1.310572031226,0.41021266422381997,0.2573179687739999,3.9997998989565247,0.621,13.791412487759917,0.005523468883345349,39.750040585042676,0.01416110665823687,0.05961837307228271,0.0003540760948519014,-0.06535500599970329,0.00034152197977944514,0.9994495843229171,-150775.05710122024,13.791412487759917,0.05961837307228271,0.1453352816034801,548.2092061135211,2.741152896366458,0.009286909154172882,5.986939421679008,0.03823885275190988,13.484786662829725,0.006424565923237131,42.71819120250246,0.016895049933423296,-0.017131669584478447,0.00010851242478974644,0.9997672376550572,-167961.48198052065,-17186.424879300408,2exp,2.741152896366458,13.484786662829725,7.135230239313555,0.20327743885799368,16.411116336105938,576.0456949877153,592.4568113238212,0.027700105767095414
40,FALLING,1.7506755466213515,1.5704399999999998,1.310572500693,1.310572500693,0.4401030459283515,0.2598674993069998,3.99979989895661,0.6449,14.072707713139653,0.008545955196889995,39.28564133394788,0.02127584264425385,0.08139773881416956,0.000544808533608387,-0.08175750771546346,0.0005259695882040105,0.9987770442448043,-133487.8385079817,14.072707713139653,0.08139773881416956,0.18495154615998968,552.8553478158863,4.20678459439058,0.011516133725858527,5.318245793587939,0.025355088199304994,13.658799095632283,0.006300985833457126,43.333485845216664,0.017571395904317683,-0.016029781739852818,0.00012187640660719962,0.9997252105981158,-163316.5074614629,-29828.66895348119,2exp,4.20678459439058,13.658799095632283,8.148078807764517,0.30799080980229054,22.372714473648244,591.8833772732397,614.2560917468879,0.03642245437081836
42,FALLING,1.7805373059576168,1.57848,1.3105799515504999,1.3105799515504999,0.46995735440711695,0.2679000484495002,3.99979989895661,0.6586,13.961612096732761,0.008584790001705237,40.377074040386454,0.02200970820052287,0.08308769558205756,0.0005543738460431567,-0.08202463826882363,0.0005340738183094419,0.9987611552135381,-132924.03987521803,13.961612096732761,0.08308769558205756,0.1767983728797655,563.7290453529339,5.280179143384435,0.017041111954893128,3.377539681520081,0.013524112544595561,13.937698388660316,0.003835795883890612,43.63486461577977,0.012342196221440147,-0.01449136363949088,0.00010447584215882319,0.9998007956370383,-169441.67993780714,-36517.64006258911,2exp,5.280179143384435,13.937698388660316,12.919127154752376,0.37884154156186783,17.83401458231564,608.1695822447647,626.0035968270803,0.028488677497554207
44,FALLING,1.810738214616056,1.58591,1.3105699999815,1.3105699999815,0.5001682146345561,0.2753400000185,3.999799898956553,0.6751,13.922587374826008,0.010323365018031487,40.58528142028702,0.026648626819173425,0.09911642316620234,0.0006682510706692084,-0.09320171444485909,0.0006435269363519882,0.9982530365737932,-125478.33290068508,13.922587374826008,0.09911642316620234,0.1981661774301691,565.0521267058485,5.057356431296877,0.00965848625020082,5.65718471016606,0.0191333734023474,13.375024345045741,0.005475236638676262,45.83639216962889,0.01648887006765137,-0.013654774251566165,0.0001088804680268818,0.9997907622046094,-167884.809272596,-42406.47637191092,2exp,5.057356431296877,13.375024345045741,8.102332612060568,0.3781194187635388,28.610399476992683,613.0628611578502,641.6732606348429,0.04458717735672331
46,FALLING,1.8406235029850746,1.5915100000000002,1.310579887805464,1.310579887805464,0.5300436151796106,0.28093011219453623,3.996999899027287,0.6868,12.956233028971466,0.005614528133732553,42.993955354252556,0.01629747965622492,0.06333512327500333,0.0003733370686280528,-0.06407309729390863,0.0003580475530769458,0.9993796909331178,-148920.67454916332,12.956233028971466,0.06333512327500333,0.11949039939579612,557.0397044068917,2.7203026824408796,0.00836880991948381,6.819422424112477,0.04082126735997152,12.618577858141647,0.006399494776276337,46.52547853835781,0.01924614797088182,-0.013283388969577765,0.00010847215725956389,0.9997611935613488,-167971.15945860324,-19050.484909439925,2exp,2.7203026824408796,12.618577858141647,6.822495461470541,0.21557918119003483,18.55089311301066,587.0853733235663,605.636266436577,0.030630419842853536
48,FALLING,1.8705049957386364,1.59894,1.3105741597395,1.3105741597395,0.5599308359991364,0.28836584026050005,3.99979989895661,0.705,13.784158565417878,0.008173968490848393,43.14106428514583,0.022364940803045043,0.09147047642423839,0.0005443443248628357,-0.08460273861430034,0.0005217782257513453,0.9988869909690892,-133954.16275984023,13.784158565417878,0.09147047642423839,0.1633603126375763,594.6632707873362,4.126954389086865,0.00896018531136204,6.296809667717872,0.02535661108418208,13.350523610715134,0.005773894653412067,47.921449976583446,0.017769314655899603,-0.011424780821458128,0.00011114377440499765,0.9997883591774923,-167119.71434775987,-33165.55158791965,2exp,4.126954389086865,13.350523610715134,7.6104332996222555,0.30912303587662815,25.986646295432877,639.7764493720814,665.7630956675143,0.039032872901099865
50,FALLING,1.900683300674157,1.6063699999999999,1.3105715306865,1.3105715306865,0.590111769987657,0.29579846931349985,3.9997998989564962,0.7196,13.693179267790224,0.008667189562973656,43.878096530875936,0.024195845872759907,0.09755497255114703,0.0005817129759250187,-0.08796687932659066,0.0005568899531981559,0.9987522276587644,-131371.71104040512,13.693179267790224,0.09755497255114703,0.16531609351426346,600.8306417266886,4.343139121392136,0.008823444783572571,6.4857469116733615,0.024606035947684582,13.224057176196562,0.005786287769018266,49.09216706333241,0.018389177187476242,-0.010115224087299906,0.00011236643826790221,0.9997871790678994,-166711.0354663565,-35339.324425951374,2exp,4.343139121392136,13.224057176196562,7.569238783427388,0.3284271281895114,28.1685011435368,649.1976241489015,677.3661252924383,0.04158534076586079
52,FALLING,1.9305724122494432,1.6113600000000001,1.3105751762564999,1.3105751762564999,0.6199972359929433,0.30078482374350024,3.9997998989564962,0.7327,13.65942423483816,0.009061929120405456,44.508163845907134,0.025650482186369658,0.10216710854475056,0.0006122021178566351,-0.09060420591450186,0.0005854552994375376,0.9986456382910779,-129388.50100770681,13.65942423483816,0.10216710854475056,0.16478639357339556,607.9558918849315,4.6970218199145615,0.011164366697879808,5.470996612950469,0.0218172975136036,13.395058266068379,0.005371843232922441,49.412829633569864,0.018218476591549675,-0.008840246561882531,0.00012256484494299852,0.999750936937491,-163222.73642360445,-33834.23541589764,2exp,4.6970218199145615,13.395058266068379,9.031778509349484,0.35065333249149033,25.697390467707013,661.8877320329784,687.5851225006854,0.037373395128515736
54,FALLING,1.960797662280702,1.62062,1.310568404255217,1.310568404255217,0.6502292580254849,0.3100515957447829,7.996399797994002,0.7454999999999999,13.520341594374218,0.012907997609929962,44.315066595194686,0.03678527529450533,0.12887906137537938,0.0008702909397394751,-0.1107259148921097,0.000832521907012965,0.997326282537671,-115310.77869299265,13.520341594374218,0.12887906137537938,0.19820557101158331,599.1548381444741,6.300393540679413,0.00948586590650732,5.584617672417468,0.01410369273526996,13.048749864899676,0.004529761873155563,51.08971465282109,0.016403169210963818,-0.008068190541520115,0.00010648166883612955,0.9998168673994194,-168892.49746043255,-53581.7187674399,2exp,6.300393540679413,13.048749864899676,9.148292264509735,0.48283503062826566,35.18528911046311,666.6569071737622,701.8421962842253,0.050132763884453174
