Step,Type,V_initial,V_initial_RHE,V_final,V_final_RHE,dV,dV_RHE,A_1exp (mA),A_1exp_err,tau_1exp (ms),tau_1exp_err (ms),B_1exp (mA·s^0.5),B_1exp_err,C_1exp (mA),C_1exp_err,R2_1exp,BIC_1exp,|A|_1exp,|B|_1exp,|B|/dV_1exp,Q_exp_1exp (mC),A1_2exp (mA),A1_2exp_err,tau1_2exp (ms),tau1_2exp_err (ms),A2_2exp (mA),A2_2exp_err,tau2_2exp (ms),tau2_2exp_err (ms),C_2exp (mA),C_2exp_err,R2_2exp,BIC_2exp,delta_BIC,Best_Model,|A1|_2exp,|A2|_2exp,tau2/tau1,|A1|/|A2|,Q_fast (mC),Q_slow (mC),Q_total_2exp (mC),Q_fast/Q_total
2,FALLING,1.3205077166853258,1.3208353,1.3105787227420003,1.3105787227420003,0.009928993943325581,0.010256577257999666,-0.09554650444027925,0.0006210975117634541,624.8367569506473,4.976989297861665,0.0463777303981923,0.00012364975670943248,-0.05212145415850343,0.00014832122955891385,0.9101290952334153,-182765.27392904574,0.09554650444027925,0.0463777303981923,4.6709395395862945,59.70096797243471,0.15406160862262464,0.006742420131415145,3.5857105907942888,0.25642629236929376,0.6088489764797042,0.003515001947018144,25.889817163324885,0.12219556154834428,-0.025306327032786485,4.4539862107749814e-05,0.9676397906987539,-203166.18997767166,-20400.91604862592,2exp,0.15406160862262464,0.6088489764797042,7.220275174966059,0.25303747657324055,0.5524203416729498,15.762988681137035,16.315409022809984,0.03385881045952516
4,FALLING,1.3405024040463815,1.3408206599999999,1.310570875045,1.310570875045,0.02993152900138152,0.03024978495499986,1.9327131160159645,0.0019112346460861118,24.296388068067735,0.023992199610152184,0.005880114452452573,9.57204058658536e-05,-0.029498170565623563,9.611242284941974e-05,0.9959166770983167,-200093.91123379106,1.9327131160159645,0.005880114452452573,0.19645219100504926,46.95794789096829,0.44020206666322415,0.007559398129831453,3.4000060667110303,0.09010969642191997,1.879443106563155,0.0034244503960753404,26.172309482905657,0.0400891098051133,-0.02454643150705928,4.6487791565879654e-05,0.9961895187735604,-201456.66394029098,-1362.7527064999158,2exp,0.44020206666322415,1.879443106563155,7.697724347951896,0.23421941591421727,1.4966896972336956,49.18936664048453,50.68605633771823,0.029528627898397535
6,FALLING,1.360537599780088,1.36082554,1.310571886815,1.310571886815,0.049965712965087894,0.05025365318499997,3.3071753374305577,0.002112970608274706,24.585708283643296,0.015641326437299274,0.009834808113806862,0.00010649985201356164,-0.03208359875481941,0.00010682859482574827,0.9982945018656358,-195910.23381711871,3.3071753374305577,0.009834808113806862,0.19683113739773214,81.30924808892728,0.7239269821978186,0.006792151935331051,6.827792464333406,0.10593671163023402,3.0145265314930336,0.008021361156859941,27.500390728887876,0.043505731190548534,-0.02392889309287584,4.8516367981365906e-05,0.9986007411989762,-199847.13553364234,-3936.901716523629,2exp,0.7239269821978186,3.0145265314930336,4.027713330852204,0.240146163795504,4.9428231937778895,82.90065747865755,87.84348067243543,0.0562685262007031
8,FALLING,1.3805418910435825,1.3807621,1.3105746662770001,1.3105746662770001,0.06996722476658235,0.07018743372299996,4.74862869550153,0.0019788698218303337,25.627179487766064,0.010528998433833543,0.00979487820879871,0.00010197156349271133,-0.03219087424222309,0.0001019277821264689,0.999262885276739,-197935.33226071042,4.74862869550153,0.00979487820879871,0.13999237845255977,121.69395990037414,4.603923731946825,0.012516244087179322,23.472935395790813,0.047441217813950096,0.3657245059351523,0.013273259145682996,61.009981168522366,0.9350127852947153,-0.02467612543795527,4.847713043124686e-05,0.9993665703371142,-200946.20489632452,-3010.872635614098,2exp,4.603923731946825,0.3657245059351523,2.5991628290112674,12.588502157312805,108.06760432713597,22.31284521997079,130.38044954710676,0.8288635658376902
10,FALLING,1.400615030091963,1.4005913,1.3105759492915,1.3105759492915,0.09003908080046319,0.0900153507085002,6.100186391408277,0.0020371159453887212,27.378986457685777,0.008871842162523976,0.009775409245209008,0.00010867435555364167,-0.03179233220722597,0.00010802562898124365,0.9995309539229728,-195836.69589648966,6.100186391408277,0.009775409245209008,0.10856851445287878,167.0169205997263,6.21985920456729,0.0015302121435868759,26.95524875841633,0.013102530006199466,0.049647484206774624,0.001076275888477693,233.66789509859635,4.9065857172023435,-0.02520296968084453,6.019112737647567e-05,0.999548211795225,-196566.34006885267,-729.6441723630123,2exp,6.21985920456729,0.049647484206774624,8.668734508548633,125.28045084142576,167.65785210143682,11.601023131537831,179.25887523297465,0.9352834100043275
12,FALLING,1.4206239544582169,1.4200483999999998,1.3105762711435,1.3105762711435,0.11004768331471682,0.1094721288564997,7.639858948233235,0.00223027993367727,28.504570749011645,0.007996428006358842,0.008761415289517573,0.00012147622684905241,-0.031087763811955806,0.00012034595743489175,0.9996418097824346,-191648.42492065261,7.639858948233235,0.008761415289517573,0.0796147181441474,217.77089990238395,7.752595178513962,0.0014834490088918488,28.25574198031069,0.009664361416434532,0.034066022982461225,0.0006386616395711763,391.7683043619023,8.906919424171747,-0.026098353748526662,7.261078789024024e-05,0.9996804183488486,-193908.7339136252,-2260.3089929725975,2exp,7.752595178513962,0.034066022982461225,13.865086418006516,227.57558704476185,219.0553290418912,13.345988060192427,232.40131710208365,0.942573526576314
14,FALLING,1.4406817133866454,1.4385966,1.3105726408025,1.3105726408025,0.1301090725841454,0.12802395919749987,9.09610828453155,0.0027351891344978415,29.900911590768185,0.008541439600863086,0.005635130998225517,0.00015264702170061855,-0.027774462082643017,0.00015062887267501806,0.9996207159588547,-182821.29382072564,9.09610828453155,0.005635130998225517,0.0433108228834781,271.98192963583193,9.16784457940465,0.0017875505016939357,29.719608921913288,0.009983603732815845,0.025316536722002965,0.0006463161212353515,495.8994621533999,17.063119282042212,-0.025470749323160433,0.000100075008858237,0.9996597173609085,-184970.79576717346,-2149.5019464478246,2exp,9.16784457940465,0.025316536722002965,16.685934981727037,362.1287018866504,272.46475555678876,12.554456944028068,285.0192125008168,0.9559522432404725
16,FALLING,1.4607002697001197,1.455571,1.3105699465024998,1.3105699465024998,0.15013032319761987,0.14500105349750014,10.348473382134332,0.00341161485318308,31.304185268604996,0.009697064383646922,0.002608130120664311,0.00019483255311302384,-0.025314036370172197,0.00019153369106218913,0.9995470957181751,-173348.68920816923,10.348473382134332,0.002608130120664311,0.01737244059104017,323.9505280015605,10.381073972964517,0.0022255948240984752,31.153984659904953,0.011050366445401102,0.019734992563084156,0.0006485810216619982,664.1083460374274,34.95173264364072,-0.025871711903980844,0.00015477422366765692,0.9995817174787935,-174918.72109327582,-1570.0318851065822,2exp,10.381073972964517,0.019734992563084156,21.316963248432618,526.0237083840167,323.4118193070751,13.106173270130748,336.51799257720586,0.9610535734812936
18,FALLING,1.4804471438664533,1.470691,1.31057115103,1.31057115103,0.16987599283645327,0.16011984896999998,11.260241178776882,0.003826276524782238,32.62759162726165,0.010315843125231821,0.002513170073570343,0.00022304809903019707,-0.0250589307226894,0.00021853311878767713,0.9995259927693063,-168189.21708300602,11.260241178776882,0.002513170073570343,0.014794145020773341,367.3945508056075,11.291087220718254,0.002502067665736345,32.49332284490689,0.011967678641389074,0.0185195567307337,0.0007370007266446693,687.8702733107153,44.624508716033375,-0.025624703687968643,0.00018377282835071288,0.9995509296169055,-169249.83747504975,-1060.6203920437256,2exp,11.291087220718254,0.0185195567307337,21.169588490348392,609.6845288948192,366.88494233280073,12.739052549963088,379.62399488276384,0.9664429732533182
20,FALLING,1.5004467421351457,1.483798,1.3105751731645,1.3105751731645,0.18987156897064583,0.17322282683550005,11.967053442146506,0.004300787934200407,33.61383615172648,0.011161709400512244,0.004405743862401989,0.00025440465090256206,-0.02629575994849633,0.0002486554322641056,0.999477941780886,-163103.270606108,11.967053442146506,0.004405743862401989,0.02320381027179018,402.25857362326707,12.02116579280936,0.0028159156379765687,33.48406493317657,0.013213827438948169,0.020430844415463858,0.0008837564226547689,662.1130191057191,45.093219793589576,-0.02538648587867872,0.00020423318153276222,0.9994978507623759,-163860.78839552336,-757.5177894153458,2exp,12.02116579280936,0.020430844415463858,19.77397369247383,588.3832086602688,402.5174959789096,13.527528078801994,416.0450240577116,0.9674854227389449
22,FALLING,1.5204864934786084,1.4951359999999998,1.3105839297050002,1.3105839297050002,0.20990256377360827,0.18455207029499965,12.38626956422244,0.005540523733968935,34.06326674705301,0.014034642825425221,0.019419983203051418,0.0003298725702381191,-0.03929385208882345,0.00032207339311455846,0.9992222967701916,-152792.1844668567,12.38626956422244,0.019419983203051418,0.09251903766166936,421.9168041670129,12.623954047241519,0.003945638958008476,33.892303507819875,0.019686374673022002,0.04228324197420832,0.001972104564765251,413.4932794634326,22.75014784864341,-0.025997617950951592,0.00021773957166929773,0.9991482060046448,-150953.11210186884,1839.0723649878637,1exp,12.623954047241519,0.04228324197420832,12.200211749196347,298.5569094948255,427.85488203788066,17.483836390261263,445.33871842814193,0.9607403630836954
