Step,Type,V_initial_RHE,V_final_RHE,dV,A_1exp (mA),A_1exp_err,tau_1exp (ms),tau_1exp_err (ms),B_1exp (mA·s^0.5),B_1exp_err,C_1exp (mA),C_1exp_err,R2_1exp,BIC_1exp,|A|_1exp,|B|_1exp,|B|/dV_1exp,Q_exp_1exp (mC),A1_2exp (mA),A1_2exp_err,tau1_2exp (ms),tau1_2exp_err (ms),A2_2exp (mA),A2_2exp_err,tau2_2exp (ms),tau2_2exp_err (ms),B_2exp (mA·s^0.5),B_2exp_err,C_2exp (mA),C_2exp_err,R2_2exp,BIC_2exp,delta_BIC,Best_Model,|A1|_2exp,|A2|_2exp,|B|_2exp,|B|/dV_2exp,tau2/tau1,|A1|/|A2|,Q_fast (mC),Q_slow (mC),Q_total_2exp (mC),Q_fast/Q_total
22,FALLING,1.580540589536,1.3105646119515975,0.2699759775844026,12.111324220659647,0.005636233220809747,41.27286844257445,0.017316348770307643,0.023375019615530127,0.0003855614620582767,-0.05152083809419616,0.00036587079191616954,0.9992029324537854,-149590.06634104415,12.111324220659647,0.023375019615530127,0.0865818500767254,499.8690912246511,11.59520350267663,0.00906700584425029,42.489944397428125,0.027816211749119746,-0.17352615761274198,0.002936664640945555,432.3013692793914,5.70975434037315,0.07324812421269976,0.0007949686402556276,-0.08006765459647458,0.000527701377977408,0.999360517833932,-153973.23104714273,-4383.164706098585,2exp,11.59520350267663,0.17352615761274198,0.07324812421269976,0.27131348821507717,10.17420416548152,66.82106987324427,492.67955210559387,75.01559554177985,567.6951476473737,0.8678593680910303
24,FALLING,1.6005941982560001,1.310579015741787,0.2900151825142132,12.531928562332503,0.004085375932775179,41.793138408399024,0.012242615701639079,0.011765964957550912,0.000281168825991934,-0.0420250990998468,0.00026652300636981923,0.9996009550232835,-162290.81578471864,12.531928562332503,0.011765964957550912,0.04057016896684117,523.7486249297312,510.52856016116726,0.0031284946912729754,52.434902642123134,0.0831935926175412,-498.37710027794344,0.0031284946793734406,52.70421279178028,0.08525068232600881,0.031755594262698125,0.0003784305328476401,-0.05655194193083306,0.00031219598323489213,0.9996896443838843,-167295.1006532339,-5004.284868515271,2exp,510.52856016116726,498.37710027794344,0.031755594262698125,0.10949631666660013,1.005136085624021,1.0243820590401265,26769.51534807411,26266.57274359915,53036.08809167326,0.5047415130203949
26,FALLING,1.6304838821359997,1.31058035900395,0.3199035231320497,12.786654800472597,0.005660914953785422,41.680874237432725,0.01659320098453428,0.023070020756378647,0.0003890968973058824,-0.05137948775796851,0.0003689142076340142,0.9992791815123242,-149286.9052631684,12.786654800472597,0.023070020756378647,0.07211555699827603,532.9589506559638,12.248542765914523,0.009074883343779478,42.78251541767466,0.02556913446671143,-0.16567572313651807,0.002735794747236844,482.06228843096284,6.261792598350814,0.07448180608085934,0.00079695476235511,-0.07979116387935432,0.0005270386486290085,0.9994271935829185,-153861.13213808884,-4574.226874920452,2exp,12.248542765914523,0.16567572313651807,0.07448180608085934,0.23282583871423873,11.267740658180406,73.93082422716591,524.0234697267855,79.8660182326445,603.88948795943,0.8677472951176624
28,FALLING,1.66064570004,1.3105806631291563,0.35006503691084356,13.041904065032604,0.007334897319600953,41.04043602352902,0.02084059164841971,0.0393402081928661,0.0005003911168067635,-0.06494933692794537,0.0004750665865323218,0.9988646798307451,-139133.05730566062,13.041904065032604,0.0393402081928661,0.11237971246721641,535.2454294059736,12.068863684290083,0.010329845904879098,42.685109976186645,0.02760991983029295,-0.2595044855305434,0.0027598581082904803,581.3432033350399,5.027830553719772,0.13014435449331826,0.0009027510645999239,-0.11162758432828655,0.000599751349371425,0.9993021144073146,-148839.70806506975,-9706.650759409124,2exp,12.068863684290083,0.2595044855305434,0.13014435449331826,0.37177193027267136,13.619344161450261,46.507341326358656,515.1607736515274,150.8611688981376,666.021942549665,0.7734891911809828
30,FALLING,1.690539398668,1.3105744273928697,0.3799649712751303,13.270783696960155,0.006297743372451292,41.523346649468586,0.017736961148143618,0.03226458550123233,0.00043207721817490534,-0.05893815174678617,0.0004097981243665812,0.9991833969444918,-145074.686769466,13.270783696960155,0.03226458550123233,0.08491463145393406,551.0473517589928,12.53572005723593,0.009424777088889105,42.89905319967244,0.02547944839212765,-0.21512812370239665,0.002729816940406669,513.6281847699777,5.171157509501092,0.10193573854669648,0.0008275790552259923,-0.09658492502164909,0.0005471991187024665,0.9994320996870529,-152314.66696163305,-7239.980192167044,2exp,12.53572005723593,0.21512812370239665,0.10193573854669648,0.2682766735170581,11.972949201916174,58.27094961594868,537.7705216315649,110.49586767023318,648.2663893017981,0.8295517560470156
32,FALLING,1.7207794629520001,1.310574355556778,0.4102051073952222,13.54244990734585,0.0075126871744683075,40.65209224987284,0.02041380203270196,0.04498282657076666,0.0005101577194700633,-0.06905271349011652,0.0004847354352063337,0.9988995930006173,-138299.8378584636,13.54244990734585,0.04498282657076666,0.1096593527477142,550.5289229227054,12.461225784667477,0.010067649824961269,42.34494760223653,0.025483594347155285,-0.2811230451141854,0.0026284904846106583,598.7582959238815,4.579541625970197,0.14514603142358037,0.0008766371629961178,-0.11989838447111217,0.0005835219490140033,0.9993911722494867,-150110.92932307356,-11811.091464609955,2exp,12.461225784667477,0.2811230451141854,0.14514603142358037,0.3538376992554992,14.140017400617989,44.32658937514719,527.6699529113831,168.32475543750212,695.9947083488853,0.7581522482594436
34,FALLING,1.75067792056,1.3105735922376118,0.4401043283223882,13.56313238576727,0.007815643766348019,41.20657011765285,0.021416607750281827,0.04358109567779075,0.0005342335131694769,-0.06790683127758633,0.000507020154020719,0.9988158524417594,-136542.45581158553,13.56313238576727,0.04358109567779075,0.09902446504881095,558.8901656691272,12.439483941641937,0.010268371936752452,43.11275080042653,0.027296861880424333,-0.3061621904227256,0.0028064635283540436,566.8383225960806,4.211388934484729,0.14897285244804637,0.0009011575893094904,-0.12264473218366588,0.0005981374436055323,0.9993582634938561,-148767.31166306668,-12224.855851481145,2exp,12.439483941641937,0.3061621904227256,0.14897285244804637,0.33849440430615296,13.147811542344746,40.630372824503375,536.3003712619163,173.5444624615596,709.8448337234759,0.7555177494900741
36,FALLING,1.7805373780000002,1.3105732675273762,0.469964110472624,13.812984960409526,0.008523466077391424,40.466697263384255,0.02263071516090478,0.051994073301780276,0.0005775089638347823,-0.0742255822977114,0.0005489466809726117,0.9986512980305586,-133313.3928437171,13.812984960409526,0.051994073301780276,0.11063413597581298,558.9658806965721,12.497446391086235,0.010639073164171124,42.40713239289355,0.02650586676107655,-0.33108136757307643,0.002697962458868223,631.4389432372361,4.2887267757158,0.17329870188488378,0.0009254273156792096,-0.13420307609986126,0.0006200258766072661,0.9993484950477406,-147837.11385245202,-14523.721008734923,2exp,12.497446391086235,0.33108136757307643,0.17329870188488378,0.36874880022349843,14.88992317110908,37.7473564359607,529.9808636798838,209.05766886588233,739.0385325457661,0.7171220989712926
38,FALLING,1.8107376172,1.3105832788079403,0.5001543383920597,13.934329957865243,0.0066562955573939925,41.04949007191262,0.017704100953693992,0.04197366308537664,0.00045414510027992356,-0.06707282854744534,0.00043115287854641495,0.9991806862238314,-143011.05832247355,13.934329957865243,0.04197366308537664,0.0839214215762224,571.9971392641439,12.994686520853142,0.009034154688860043,42.42835613653534,0.021672165707701543,-0.23784016411962086,0.002293416947239397,630.6224662346356,5.06676910776947,0.12890107938094053,0.000785993923712551,-0.11003657903833769,0.000526536141154088,0.999536074841862,-154359.30541037334,-11348.2470878998,2exp,12.994686520853142,0.23784016411962086,0.12890107938094053,0.257722605776735,14.863231189190532,54.636215749992125,551.3431875893925,149.98735086676578,701.3305384561584,0.7861388565840387
40,FALLING,1.8406373607200004,1.3105785356657833,0.5300588250542171,13.988024925900397,0.006923078030204975,41.17961942833931,0.01838569195945635,0.0427301016413766,0.0004730726923214397,-0.06743165579721974,0.00044900004740904546,0.9991225476128184,-141398.76549717705,13.988024925900397,0.0427301016413766,0.08061388589654356,576.0215430027026,12.985187721797574,0.00914758172736352,42.67791413185443,0.022251883708012246,-0.25639887699042824,0.0023473565389448164,623.1596066746913,4.742897991005224,0.13578054515480312,0.0007977880803928119,-0.11367648530190073,0.0005338718882003358,0.9995259397200722,-153685.33561979933,-12286.570122622274,2exp,12.985187721797574,0.25639887699042824,0.13578054515480312,0.2561612763279902,14.601454156110462,50.644479703716996,554.1807265768873,159.7774233371878,713.9581499140751,0.7762089789766852
42,FALLING,1.8705411985600002,1.3105736781919097,0.5599675203680905,14.108594621431878,0.009504838550932777,40.21452444720889,0.0245946195103492,0.060566634254205096,0.0006420414798186088,-0.08174104983101486,0.0006106168942446903,0.998409853538796,-129038.57569225674,14.108594621431878,0.060566634254205096,0.10816097729095442,567.3704233193321,12.578493936036882,0.011264799864779055,42.39335806295777,0.02773750183457704,-0.3805680732906436,0.0028292658234007123,642.1991625202796,4.004885192212448,0.20127405119911385,0.0009792422156035424,-0.15072285620015036,0.0006577135655397787,0.9993046624505739,-145552.52360258086,-16513.947910324117,2exp,12.578493936036882,0.3805680732906436,0.20127405119911385,0.3594387957837409,15.148579680018715,33.051889579897995,533.2445973231545,244.40049794920773,777.6450952723623,0.6857171742803715
44,FALLING,1.90068615016,1.3105716811550576,0.5901144690049425,14.209147929351358,0.008885456481984931,40.33759171552168,0.022880400991766626,0.058051594134157676,0.0006010985174814051,-0.07960585014037701,0.0005715270924899537,0.998624211407357,-131692.4346399065,14.209147929351358,0.058051594134157676,0.09837344648072249,573.1628077996255,12.788230774860832,0.010666756002750737,42.38602146805651,0.02599648230944826,-0.35836243736873485,0.0027138539125440477,627.376121734763,3.9497368758442257,0.18896280756948752,0.0009278529689351475,-0.14456644457929335,0.0006210643188826617,0.9993845640454494,-147752.00508251376,-16059.570442607248,2exp,12.788230774860832,0.35836243736873485,0.18896280756948752,0.32021381866490867,14.801486433624683,35.685187512279526,542.0422241617122,224.82803613181383,766.870260293526,0.706823894767077
46,FALLING,1.9305935370799998,1.3105806956962847,0.6200128413837152,14.12584734419724,0.009671536368644585,40.80817306432458,0.025265515693613887,0.05869649686285971,0.0006579819920293504,-0.08042749420718409,0.000624986988283388,0.9983612327343004,-128152.08019482685,14.12584734419724,0.05869649686285971,0.09466980834116864,576.4500231022307,12.576672225349427,0.011273895463890682,43.23336113707013,0.029281388925997097,-0.4063916108427777,0.002988496405014633,598.6471497194365,3.6270602712036677,0.203065526782779,0.000988886660154578,-0.15359875719773997,0.0006594803875564011,0.9992932349006695,-144942.20660786296,-16790.12641303611,2exp,12.576672225349427,0.4063916108427777,0.203065526782779,0.32751825966956916,13.846879677512069,30.94717481807225,543.7318122210912,243.2851795009193,787.0169917220105,0.690876839941402
48,FALLING,1.9608120357199998,1.3105755020887675,0.6502365336312323,14.172951492464692,0.009802718135602377,40.89600273575611,0.025563873984089196,0.05925620488238489,0.0006675954110565618,-0.08141649048373308,0.0006339770984670267,0.9983298903407714,-127597.46775847719,14.172951492464692,0.05925620488238489,0.09113023002794052,579.6170630095748,12.59345488355518,0.011291975682174028,43.31218739655669,0.029114609572351614,-0.4073347557279132,0.0029446835565141924,617.0502882515714,3.714605154536146,0.20622495888984602,0.000990226559266591,-0.15478649962619623,0.0006627151633613858,0.9992953226160134,-144827.12235389568,-17229.6545954185,2exp,12.59345488355518,0.4073347557279132,0.20622495888984602,0.3171537559389151,14.246574124783796,30.916720722862184,545.450077886624,251.34602843679227,796.7961063234162,0.6845541457317664
