Step,Type,V_initial_RHE,V_final_RHE,dV,A_1exp (mA),A_1exp_err,tau_1exp (ms),tau_1exp_err (ms),B_1exp (mA·s^0.5),B_1exp_err,C_1exp (mA),C_1exp_err,R2_1exp,BIC_1exp,|A|_1exp,|B|_1exp,|B|/dV_1exp,Q_exp_1exp (mC),A1_2exp (mA),A1_2exp_err,tau1_2exp (ms),tau1_2exp_err (ms),A2_2exp (mA),A2_2exp_err,tau2_2exp (ms),tau2_2exp_err (ms),B_2exp (mA·s^0.5),B_2exp_err,C_2exp (mA),C_2exp_err,R2_2exp,BIC_2exp,delta_BIC,Best_Model,|A1|_2exp,|A2|_2exp,|B|_2exp,|B|/dV_2exp,tau2/tau1,|A1|/|A2|,Q_fast (mC),Q_slow (mC),Q_total_2exp (mC),Q_fast/Q_total
22,FALLING,1.580493224196,1.3105660008745437,0.26992722332145624,11.141868896733113,0.007251124655315331,30.856886549044564,0.01958790030918784,0.07595194763656643,0.00042791262853441876,-0.07347812429295367,0.00041660462045371195,0.9984689410586374,-143382.01456403604,11.141868896733113,0.07595194763656643,0.28137935367162015,343.803384490822,9.731019591173377,0.01351028404958635,22.682254192826424,0.02412358713924256,2.8930249402402115,0.013376352642433286,63.2422900080182,0.14508482833465583,0.013364036605294416,0.0001969026720129671,-0.02655001906536159,0.0001634662070809322,0.9998764596194077,-193674.93947814667,-50292.92491411063,2exp,9.731019591173377,2.8930249402402115,0.013364036605294416,0.04950977689782401,2.788183637762928,3.363614138205597,220.72145992236838,182.961522271101,403.68298219346934,0.5467692958545012
24,FALLING,1.6005632044719997,1.3105708793764688,0.28999232509553097,11.075197874543727,0.007597654875076341,32.715156852233086,0.021546456750161147,0.08221937504441872,0.0004624331934510319,-0.07697394889510747,0.0004478577644957805,0.9983595856663754,-140720.58225839701,11.075197874543727,0.08221937504441872,0.283522589838657,362.3268356352165,9.07565654871996,0.01440501667315168,22.565662955897395,0.0265464860120491,3.5980930495918244,0.014314518655530708,61.42466463681946,0.11809232206286889,0.015641563787556406,0.000192579665462142,-0.026989975560157222,0.0001604033889859454,0.9998869868842218,-194172.67909170702,-53452.09683331,2exp,9.07565654871996,3.5980930495918244,0.015641563787556406,0.05393785432908844,2.722041216199522,2.5223518190419014,204.79820678189762,221.01165890324882,425.8098656851464,0.48096162932338005
26,FALLING,1.630448757376,1.310566034981749,0.3198827223942511,11.212677995555662,0.007327749240131723,34.00418624942782,0.021111573925035414,0.08295918269308455,0.00045504468429547894,-0.0763828171307825,0.00043918659492824685,0.998529625155073,-141648.00553611392,11.212677995555662,0.08295918269308455,0.2593424929991639,381.2779909157357,8.507609773374407,0.01807542844915074,22.62396588713036,0.033073239112755476,4.254123389093443,0.018061463928563747,58.513129437899,0.11332675103053959,0.019501336413753602,0.00020199495015938622,-0.028632073580530826,0.0001691101578274859,0.9998795531703026,-191639.45970229982,-49991.4541661859,2exp,8.507609773374407,4.254123389093443,0.019501336413753602,0.060964019149863526,2.586333878410955,1.9998502617920977,192.47587329383944,248.92207251081823,441.39794580465764,0.43605973956892946
28,FALLING,1.660619577124,1.310565937013351,0.3500536401106491,11.18575550339228,0.0075008283037230426,36.30760303116369,0.022720343114455435,0.08654151234269798,0.00048162363300430135,-0.07843007396057888,0.0004621516712757502,0.9984993856620393,-139845.04515421105,11.18575550339228,0.08654151234269798,0.24722357497937436,406.12797042082144,7.115340298433895,0.01892679012350216,21.18882757205276,0.039318637386119244,5.722040307308403,0.01894584528373907,55.16114351875944,0.08383319845157093,0.021978798000305746,0.00020409510043545,-0.02958979895158241,0.0001722227178678828,0.9998803085441573,-190369.14746046902,-50524.10230625796,2exp,7.115340298433895,5.722040307308403,0.021978798000305746,0.06278694314779423,2.603312681231823,1.2434970598417345,150.7657186999942,315.63428661156524,466.4000053115594,0.32325411016940564
30,FALLING,1.69051151274,1.3105771372688635,0.3799343754711366,11.30363834789556,0.007275269877000127,37.951238370330444,0.022522451797909255,0.08800519377551007,0.00047761165243698786,-0.07885009695787137,0.00045652619377502685,0.998639789391677,-140483.2185438256,11.30363834789556,0.08800519377551007,0.2316326172549653,428.9870733929926,6.04957054771379,0.019589007566864935,19.9966188583511,0.04649995247729798,6.897560894188048,0.01962809029075558,52.93182522261719,0.07035947368115136,0.02612562457105195,0.00021280584766359973,-0.03184160000062497,0.00018062551010910335,0.9998743049016415,-188065.54845515767,-47582.32991133205,2exp,6.04957054771379,6.897560894188048,0.02612562457105195,0.06876351880151654,2.647038761781045,0.8770593896186138,120.97095649933897,365.1004877135209,486.0714442128599,0.24887484739046611
32,FALLING,1.72075859396,1.3105657410080507,0.4101928529519494,11.317974614040502,0.007221549408732973,39.87560656094359,0.02314982768874981,0.09230467203667946,0.0004857937565554481,-0.07997510144639493,0.00046235478322094405,0.9986970392539397,-140131.86296435707,11.317974614040502,0.09230467203667946,0.22502749955882864,451.31110277622645,5.102967046584699,0.01843776293518296,18.517851214974275,0.05300889449175953,7.901309766997704,0.0184205662596107,52.250608272906575,0.060925010683310965,0.030987386697742404,0.0002331316025714546,-0.03323490788966827,0.0001985376820736646,0.9998557761044211,-184106.1954266022,-43974.33246224513,2exp,5.102967046584699,7.901309766997704,0.030987386697742404,0.07554345833853988,2.8216345226197,0.6458381201429211,94.49598452357216,412.8482414782878,507.34422600185997,0.18625615446193278
34,FALLING,1.7506519147199997,1.3105617272518624,0.44009018746813733,11.391836136576352,0.006928955424159002,41.534995173765324,0.022738114636495957,0.0914883262554604,0.0004754480560178966,-0.0775795468598124,0.0004509217943774586,0.9988284347954938,-141252.60793105146,11.391836136576352,0.0914883262554604,0.20788540363010066,473.1598589530242,4.217596705485411,0.015474103283050277,16.70523299892618,0.05511663546712718,8.861682099255836,0.01535547907933497,51.40098268370805,0.04860101500275433,0.032990083957575064,0.00023559045718905694,-0.032788565944747036,0.00020148929293788292,0.9998570254528495,-183276.14686330373,-42023.53893225227,2exp,4.217596705485411,8.861682099255836,0.032990083957575064,0.07496209844479561,3.076938985946028,0.47593635815931445,70.45593566063724,455.49916813237485,525.9551037930121,0.1339580796013436
36,FALLING,1.7805194549599996,1.3105641214165706,0.469955333543429,11.391937978912487,0.006762744537563684,43.85652682784079,0.0231013103610196,0.08995470133274087,0.0004763089694102933,-0.07437673530208581,0.00044964914235741393,0.9989004587244419,-141512.47910413676,11.391937978912487,0.08995470133274087,0.19141117232246088,499.6108335932739,3.3033403427192725,0.010201588635623145,13.13698378993093,0.04865866589712409,9.911713585661767,0.009595950195368744,51.079072144109716,0.03327978452242518,0.033234123957782316,0.00023580557554865597,-0.030587222203777555,0.00020287480770123326,0.9998602210878628,-182719.64977786594,-41207.17067372918,2exp,3.3033403427192725,9.911713585661767,0.033234123957782316,0.07071762268809557,3.888188716747915,0.33327641221371324,43.39592853492797,506.28113331376977,549.6770618486977,0.07894804340020466
38,FALLING,1.8107108531999998,1.3105658414460724,0.5001450117539274,11.444522679378897,0.006625141777245774,45.43583784656681,0.023127033369167237,0.09074338317723483,0.0004745018842771941,-0.07304058001121913,0.00044660924337448386,0.9989671710578771,-141870.83983582715,11.444522679378897,0.09074338317723483,0.18143414618694786,519.991476691616,2.968277178639269,0.008500413893535123,11.2206470203713,0.044331141077236486,10.395467888167094,0.0073185966321402535,51.48550815572365,0.027721311314602284,0.03517464205851454,0.00023905920548022717,-0.029956591610951034,0.00020611312459330137,0.9998615146373188,-182012.76708793046,-40141.92725210331,2exp,2.968277178639269,10.395467888167094,0.03517464205851454,0.07032888708649272,4.588461615649322,0.2855356979187042,33.30599048013485,535.2159467387902,568.521937218925,0.058583474620275675
40,FALLING,1.8406173872399998,1.3105704507275364,0.5300469365124634,11.524000438609,0.006620838114984725,47.11953262091859,0.02358517660218485,0.09021003357964191,0.00048235556397965227,-0.07161408297605057,0.0004526239002772066,0.9989922767936066,-141418.51120212465,11.524000438609,0.09021003357964191,0.1701925383687615,543.0055145905169,2.8464565172307763,0.0074154534350052695,9.465484417391483,0.03682554487542178,10.781750261070178,0.0054020525490919465,52.37889554422366,0.022734435243559652,0.03402017244925426,0.00023347406030116603,-0.027884620577902038,0.00020149473285629302,0.9998737745477362,-182921.36092404876,-41502.84972192411,2exp,2.8464565172307763,10.781750261070178,0.03402017244925426,0.06418332058118464,5.53367299913197,0.2640069050299299,26.943089808630347,564.736170708501,591.6792605171314,0.0455366473130762
42,FALLING,1.8704949461599998,1.3105661154077706,0.5599288307522292,11.592435645316813,0.006353408078211675,48.597703046395736,0.02302752634325574,0.09174141760208877,0.0004695664409276207,-0.0706077478513206,0.00043949877168721584,0.9990935413459103,-142658.905283018,11.592435645316813,0.09174141760208877,0.1638447827000441,563.3657450755594,2.704258609566738,0.007348235197179406,7.962794356574071,0.03255712514141053,11.095751918972589,0.0042765837848230065,52.99791820223228,0.01955361885941527,0.03803073478097153,0.00023128191443142786,-0.028656546599740273,0.00019989374456981824,0.9998806897078937,-183171.12214402945,-40512.21686101146,2exp,2.704258609566738,11.095751918972589,0.03803073478097153,0.06792065829130396,6.6556934449119955,0.24372017591189427,21.533455194974863,588.0517525939711,609.5852077889459,0.035324766611512494
44,FALLING,1.90064961332,1.3105700594874745,0.5900795538325254,11.692827666384082,0.0061712449253752385,49.464414553575885,0.022473395172617528,0.08788559507539923,0.000459843028409593,-0.06601654322628918,0.0004297736824572169,0.9991567249735372,-143587.52975416105,11.692827666384082,0.08788559507539923,0.1489385532926678,578.3788749935436,2.7051648793350025,0.006901636013977878,6.938577129434687,0.02584947798164039,11.329457610730678,0.0032751073785556076,53.35471415034041,0.015698593950936052,0.035506861492052594,0.00020434856488188874,-0.024985465797939622,0.0001768611618890538,0.9999085382602886,-187968.5157600177,-44380.986005856656,2exp,2.7051648793350025,11.329457610730678,0.035506861492052594,0.06017300762488382,7.689575709117674,0.2387726731748226,18.769995163103797,604.4799722989341,623.2499674620378,0.030116319523509766
46,FALLING,1.93054485824,1.3105665345172257,0.6199783237227743,11.665829816537528,0.005896075850054971,51.60906652501479,0.022226985826264478,0.08113782473164036,0.0004479725887984349,-0.058920282604839135,0.00041723656546544056,0.9992275467338938,-144845.19900170015,11.665829816537528,0.08113782473164036,0.1308720347583014,602.0625870711863,2.7847036333055755,0.007839302677940214,5.490603881574819,0.020391942509247328,11.48533588460904,0.0025072733703359333,54.819583651992296,0.01310803098431059,0.031113859704062618,0.0001932880990529423,-0.01960386885663905,0.00016734280162928843,0.9999199995083575,-190148.9573583091,-45303.758356608945,2exp,2.7847036333055755,11.48533588460904,0.031113859704062618,0.050185399252725006,9.984253979048459,0.24245730915342462,15.289704578063093,629.6213312975542,644.9110358756172,0.02370823838873179
48,FALLING,1.9607617042,1.3105623046569408,0.6501993995430593,11.569864839913732,0.0059273771809249635,54.101238491576986,0.023362296045416207,0.0740880352134241,0.0004600825788410176,-0.05193602166570594,0.0004268837782355351,0.9992084856384271,-144012.30620753576,11.569864839913732,0.0740880352134241,0.11394663739383788,625.944017019484,10.672627471124494,0.004569321591562967,56.69518138316583,0.020253665313329665,-0.24461047657635027,0.001239124210265237,811.0639171726547,4.308352783843367,0.16569504123554077,0.00043748464914373884,-0.08759294960381271,0.0003290573207471139,0.9998085350018489,-172363.16798807404,-28350.861780538282,2exp,10.672627471124494,0.24461047657635027,0.16569504123554077,0.25483727199992234,14.305694018177693,43.63111351771251,605.0865503103616,198.39473131348453,803.4812816238461,0.7530810787371099
